공고_ID,기업명,공고_제목,직무명,시작일,마감일,기업_분류,근무지,문항_개수,문항_질문,문항_글자수,URL,포스터,공고_본문,수집일시,회사_로고,채용_형태
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]대구경북본부 - 기술,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]대구지사 - 행정,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]대구지사 - 기술,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]군위지사 - 기술,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]영천지사 - 행정,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]영천지사 - 기술,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]고령지사 - 행정,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]고령지사 - 기술,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]부산경남본부 - 행정,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]부산경남본부 - 기술,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]양산지사 - 기술,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]창원지사 - 행정,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]진주지사 - 행정,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]산청지사 - 기술,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]경주지사 - 행정,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]창녕지사 - 행정,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
102254,한국도로공사(ex),2026년 상반기 체험형 청년인턴 인재영입,[일반전형]고성지사 - 기술,2026년 2월 2일 13:00,2026년 2월 9일 15:00,,"경북 김천시 혁신8로 77 (율곡동,한국도로공사)",1,자기소개서 문항이 존재하지 않습니다.,1,https://jasoseol.com/recruit/102254,https://daoift3qrrnil.cloudfront.net/content_images/images/000/339/693/webp/image.webp?1769492180,,2026-02-03 11:35,https://daoift3qrrnil.cloudfront.net/company_groups/images/000/000/718/webp/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-02-27_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_6.23.28.webp?1684485247,"인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴, 인턴"
